Date,Open,High,Low,Close,Adjusted_close,Volume
2026-03-05,6.83,6.95,6.74,6.95,6.95,1040491
2026-03-06,7.05,7.16,6.98,7.13,7.13,1437639
2026-03-09,8.74,10.68,8.74,10.17,10.17,7775524
2026-03-10,7.95,8.16,7.56,7.88,7.88,2796572
2026-03-11,7.94,7.97,7.35,7.51,7.51,1611156
2026-03-12,8.19,8.65,8.19,8.43,8.43,2554950
2026-03-13,8.74,8.82,8.56,8.63,8.63,1235360
2026-03-16,8.95,9.04,8.72,9,9,1778503
2026-03-17,8.7,8.76,8.56,8.72,8.72,3505469
2026-03-18,8.75,8.78,8.45,8.49,8.49,4694562
2026-03-19,9,9.07,8.79,8.85,8.85,4752741
2026-03-20,8.63,8.65,8.48,8.61,8.61,3988448
2026-03-23,8.98,9.1,8.95,9.06,9.06,1060968
2026-03-24,8.17,8.44,8.1,8.4,8.4,3432693
2026-03-25,8.15,8.16,7.95,8.11,8.11,1185173
2026-03-26,8.32,8.44,8.32,8.43,8.43,440636
2026-03-27,8.53,8.63,8.44,8.59,8.59,1050117
2026-03-30,9.36,9.46,9.2,9.27,9.27,2537208
2026-03-31,9.5,9.79,9.25,9.43,9.43,1859682
2026-04-01,9.4,9.47,9.32,9.39,9.39,929772
2026-04-02,9.04,9.68,8.94,9.63,9.63,1849638
2026-04-07,10.3,10.68,10.2,10.54,10.54,2682923
